"GameID","LeagueIndex","Age","HoursPerWeek","TotalHours","APM"
2444,4,"26","18","936",102.1854
2448,4,"22","6","730",62.2398
2449,2,"20","16","450",56.5518
2454,5,"17","28","400",133.305
2458,5,"28","10","400",135.4368
2461,6,"17","24","850",215.706
2464,5,"17","20","700",122.451
2465,4,"18","28","500",95.0922
2469,5,"26","6","350",163.2738
2472,3,"18","10","300",99.705
2475,2,"17","14","243",52.3722
2476,4,"25","12","280",95.754
2478,6,"18","20","700",173.2314
2482,5,"18","20","500",82.0194
2484,3,"19","30","1000",99.207
2487,3,"20","8","200",65.9718
2489,6,"23","28","900",124.1148
2495,4,"21","8","450",130.9572
2499,3,"20","20","400",119.1078
2505,5,"17","42","1320",91.5216
2509,6,"23","8","4000",142.7916
2512,4,"24","10","300",61.2018
2518,5,"19","20","730",136.7616
2520,3,"24","14","300",91.221
2521,6,"19","56","2000",186.2586
2522,5,"19","16","730",183.4848
2526,6,"19","24","1000",132.9258
2527,6,"22","42","1460",134.2086
2531,6,"20","28","800",230.0214
2532,5,"20","28","450",99.5286
2533,1,"24","10","300",54.045
2538,5,"22","6","200",76.611
2539,5,"21","16","780",103.1706
2540,5,"25","14","730",112.9272
2541,6,"20","28","400",136.3812
2543,3,"17","6","450",146.9388
2545,5,"21","16","400",173.0568
2548,6,"24","16","450",208.695
2549,6,"21","36","1200",164.5494
2554,4,"22","12","1000",62.943
2557,2,"21","14","250",82.374
2563,3,"21","4","100",59.3184
2564,5,"18","56","1650",184.2078
2570,5,"23","56","1200",100.1874
2572,5,"19","20","425",117.318
2575,2,"16","20","100",30.9402
2579,4,"24","14","700",79.2696
2581,3,"34","8","200",58.9332
2584,4,"21","4","100",66.3678
2590,3,"35","4","150",47.6058
2591,6,"27","28","1300",191.2926
2592,5,"20","28","1500",186.4278
2602,5,"21","6","200",111.5274
2606,6,"22","84","800",250.299
2610,4,"23","12","450",142.5444
2612,5,"23","42","2000",249.3198
2613,5,"22","14","1000",136.4202
2614,4,"20","24","1145",174.627
2618,2,"22","20","700",94.0836
2622,5,"20","12","700",91.773
2624,5,"25","8","350",86.4678
2625,2,"17","16","650",80.6232
2626,3,"29","10","366",72.7032
2633,4,"18","8","500",154.7022
2635,4,"24","28","600",69.9984
2639,2,"23","4","800",63.7386
2642,6,"19","14","600",129.6288
2644,5,"24","6","700",72.459
2646,3,"22","4","400",158.3544
2649,4,"23","10","300",80.2752
2652,6,"20","20","1260",187.6308
2653,4,"17","30","450",72.2124
2655,4,"20","6","400",93.567
2656,5,"21","12","450",147.588
2657,2,"22","12","100",67.8552
2658,5,"17","10","300",156.7506
2660,5,"22","20","800",155.4156
2661,2,"16","42","900",65.6202
2662,2,"43","10","730",86.0586
2666,6,"21","20","800",178.2396
2670,6,"20","24","900",156.5256
2673,5,"28","20","730",111.5724
2677,1,"18","2","80",39.8712
2679,5,"18","14","800",110.7012
2682,6,"20","28","900",193.8072
2683,4,"23","14","900",82.7364
2691,6,"22","6","750",154.4874
2693,6,"30","28","1500",123.3774
2694,5,"18","10","300",111.1386
2697,6,"20","8","500",241.992
2698,5,"16","10","800",116.5392
2700,5,"18","28","700",157.6536
2702,4,"19","10","300",92.7486
2706,5,"24","8","400",147.6786
2709,3,"16","12","650",73.677
2712,3,"21","2","200",72.5712
2713,4,"21","16","2700",96.4116
2717,3,"22","20","500",110.5272
2719,5,"21","28","730",144.4626
2721,3,"21","20","100",88.0062
2722,2,"18","20","180",91.8954
2723,4,"18","8","650",209.8026
2726,4,"20","6","150",61.9542
2727,2,"20","12","400",103.2642
2729,2,"24","10","60",71.7522
2733,6,"23","36","2000",124.098
2735,4,"20","12","750",71.7912
2740,2,"17","8","40",37.3692
2745,6,"19","24","1000",140.874
2748,3,"25","14","500",104.1798
2750,5,"27","6","200",143.4288
2754,3,"26","12","800",64.548
2756,3,"27","20","700",52.869
2758,6,"21","24","730",155.502
2759,3,"22","16","800",85.2612
2769,5,"19","14","200",109.7646
2772,6,"20","12","600",213.3366
2773,4,"18","8","400",72.1902
2780,4,"27","8","500",97.842
2783,6,"23","24","1400",311.0094
2787,6,"16","28","1500",109.5564
2788,6,"17","20","1000",137.685
2791,2,"34","8","600",73.743
2792,4,"28","12","100",63.3156
2794,5,"25","4","830",175.2924
2798,5,"18","8","750",181.881
2813,3,"18","6","200",52.9224
2817,5,"29","28","1000",90.228
2819,5,"16","24","500",158.3616
2820,3,"18","20","600",79.6956
2821,6,"17","28","700",214.8654
2824,6,"21","12","1000",119.499
2825,4,"19","8","120",50.838
2826,5,"21","28","1200",131.4936
2829,3,"16","28","3",69.5748
2830,6,"24","10","550",197.07
2831,4,"16","24","350",129.3876
2833,6,"20","24","1100",206.6238
2834,5,"20","8","700",111.2382
2835,4,"17","10","350",151.65
2837,6,"24","36","2000",131.3226
2851,3,"17","14","360",112.1214
2856,5,"26","8","500",67.332
2859,6,"26","12","450",136.6296
2865,2,"17","6","800",71.4978
2867,5,"20","20","70",98.4912
2868,5,"26","8","800",164.571
2878,4,"24","14","700",72.2544
2881,3,"32","12","200",52.3182
2885,3,"17","8","125",87.4092
2886,6,"24","56","2300",165.303
2888,5,"19","24","800",158.0754
2889,4,"16","4","1000",118.3608
2895,3,"26","10","1000",72.9042
2899,5,"19","14","1000",130.7874
2900,6,"21","28","1500",178.3326
2904,3,"22","20","800",77.5146
2905,5,"25","14","400",88.4334
2906,6,"21","28","1300",103.8936
2912,4,"28","8","600",63.6066
2913,3,"29","6","1000",38.7666
2915,7,"22","28","1250",143.7066
2916,4,"22","20","750",114.8028
2920,6,"20","20","730",134.61
2923,5,"27","6","600",107.7972
2924,5,"27","10","1000",152.9214
2925,6,"17","14","750",161.6112
2926,6,"19","28","550",162.6486
2928,4,"20","6","200",80.8956
2930,6,"17","6","500",191.5086
2931,6,"22","12","1000",169.4076
2932,5,"22","6","300",146.9736
2936,5,"21","20","800",109.8738
2938,4,"24","10","800",126.9336
2939,6,"22","20","700",132.6198
2940,4,"22","20","300",121.2762
2943,5,"17","20","750",117.6066
2944,4,"24","10","336",83.2626
2947,4,"18","2","400",73.7772
2949,5,"16","10","800",151.8942
2952,5,"17","8","300",61.1094
2953,3,"17","24","600",69.7362
2954,4,"22","6","800",106.2234
2955,3,"19","14","90",109.4916
2958,3,"16","6","200",91.3188
2960,5,"25","20","1000",155.262
2962,5,"19","12","800",149.9052
2963,5,"25","12","700",105.0456
2970,2,"26","20","650",88.5954
2973,4,"18","10","500",113.2068
2974,2,"16","24","900",82.5966
2977,4,"25","6","250",91.7862
2978,2,"19","4","24",70.1142
2982,5,"24","16","1000",121.848
2984,2,"22","42","150",94.0596
2985,6,"16","0","365",86.1174
2988,1,"18","24","900",46.5588
2989,2,"16","20","100",53.5938
2995,2,"22","8","12",39.2142
2997,1,"16","8","72",70.41
3007,4,"23","6","150",133.5432
3012,2,"18","28","690",94.2102
3014,5,"24","6","300",101.7954
3015,5,"18","8","120",58.101
3020,6,"24","24","700",87.3768
3023,4,"18","2","300",105.609
3024,4,"21","16","500",96.3294
3025,3,"28","8","320",56.9916
3027,2,"16","72","144",74.52
3031,1,"21","8","500",47.9412
3033,3,"25","8","400",48.4512
3037,2,"37","30","125",49.896
3044,1,"20","10","20",48.1542
3046,5,"20","8","730",109.7706
3049,3,"19","20","750",100.1742
3050,5,"17","8","400",106.4778
3052,6,"19","14","500",244.8762
3053,4,"22","30","500",75.114
3054,6,"16","20","650",88.6158
3058,4,"30","12","800",58.0584
3059,3,"21","10","500",62.9298
3061,1,"18","8","150",84.5352
3062,3,"21","8","150",93.0348
3066,5,"22","16","800",125.6172
3070,4,"18","12","400",85.224
3072,4,"18","8","450",169.0749
3074,6,"21","28","1155",149.2314
3079,3,"23","6","400",103.0074
3081,5,"20","20","1700",254.5392
3082,3,"16","24","500",74.0214
3090,3,"24","28","360",189.465
3091,7,"25","10","900",178.8342
3092,2,"31","12","450",47.6664
3095,4,"24","28","1000",132.9432
3097,4,"22","40","500",73.8462
3099,3,"24","2","300",75.783
3101,6,"21","10","650",130.2642
3103,6,"26","8","300",120.1956
3104,1,"16","20","20",103.0962
3105,3,"21","24","600",61.4232
3110,4,"29","10","520",52.7208
3114,2,"19","28","200",46.8024
3116,5,"29","4","500",90.7992
3117,4,"16","24","300",109.1106
3118,4,"20","56","800",106.2648
3120,4,"23","24","1260",100.0632
3122,3,"25","4","200",81.8118
3123,4,"25","4","110",66.3702
3125,7,"21","8","400",157.6344
3127,3,"21","6","235",111.5712
3131,4,"20","8","600",93.4368
3132,5,"17","10","800",82.1292
3135,1,"25","4","350",48.5838
3137,5,"18","28","1300",203.2734
3139,2,"25","12","850",42.8712
3141,3,"17","8","250",62.5908
3144,5,"21","12","600",129.0774
3146,1,"25","8","60",53.0832
3147,2,"16","16","300",74.5758
3151,5,"16","16","500",106.7148
3152,1,"19","10","50",87.0408
3153,6,"19","42","1000",264.3282
3155,4,"18","14","500",151.278
3157,3,"34","8","300",165.5874
3161,4,"35","16","800",107.0412
3164,5,"27","8","1200",77.034
3166,5,"16","36","700",90.4704
3169,6,"23","20","1000",152.8266
3173,2,"30","6","80",40.5048
3179,5,"18","28","1000",149.7672
3180,2,"26","16","100",70.9566
3181,3,"20","10","50",142.1322
3182,5,"20","12","900",163.0764
3183,6,"24","10","670",99.3462
3186,4,"17","6","100",139.8048
3192,4,"19","10","865",101.658
3196,4,"26","6","200",114.522
3210,1,"32","20","750",94.2588
3218,5,"16","70","2000",164.7522
3220,5,"22","42","800",112.2768
3222,2,"26","8","500",86.6322
3227,4,"21","8","100",116.3022
3231,4,"21","10","180",130.4664
3233,6,"21","20","1000",115.8912
3234,4,"21","6","450",103.6962
3235,4,"18","30","200",105.7266
3236,4,"25","8","100",105.6042
3237,1,"25","16","60",69.8094
3243,2,"32","28","110",58.8558
3244,5,"18","28","400",173.874
3248,2,"20","4","400",73.0272
3252,6,"22","20","1200",116.0592
3256,5,"17","4","500",150.9036
3257,4,"17","6","200",83.7276
3258,3,"22","12","500",77.8542
3261,5,"17","24","400",105.0756
3263,4,"21","6","750",86.523
3265,1,"27","14","50",58.4136
3267,2,"24","8","150",67.4424
3275,4,"16","50","50",87.1218
3277,4,"23","14","500",107.4156
3278,5,"24","10","330",126.6186
3279,5,"23","16","730",152.7624
3281,4,"20","14","400",140.3412
3283,2,"29","8","300",92.841
3285,4,"18","36","600",38.028
3287,1,"21","16","100",94.9017
3289,4,"16","28","500",102.8232
3295,4,"23","28","730",104.004
3300,4,"24","28","600",103.8072
3302,1,"23","8","60",51.5208
3305,4,"16","4","120",111.6846
3306,5,"22","24","1000",191.538
3307,5,"16","4","275",76.2102
3309,4,"19","24","800",119.1048
3310,3,"19","20","900",59.6868
3311,3,"24","4","400",64.104
3313,6,"22","20","700",106.3542
3317,6,"22","16","800",150.12
3321,3,"20","16","200",65.6376
3323,4,"21","8","250",62.085
3328,6,"16","24","400",166.2996
3332,4,"25","10","1200",108.7014
3333,5,"18","20","750",116.6394
3339,1,"23","2","200",44.8266
3341,2,"27","8","200",78.831
3344,1,"20","20","300",60.0696
3345,3,"20","4","500",62.0796
3348,4,"18","10","360",89.6916
3350,4,"21","16","800",101.9682
3352,2,"30","6","500",69.9852
3355,3,"22","20","700",55.029
3356,3,"20","6","50",139.575
3360,2,"41","8","250",54.2406
3364,4,"22","12","548",104.1408
3367,5,"20","10","1000",60.6252
3368,6,"20","10","700",187.1844
3369,6,"21","50","800",173.5944
3370,3,"16","42","1000",128.6142
3372,5,"16","10","730",133.7118
3384,3,"23","6","500",101.3286
3385,4,"20","10","170",82.8816
3389,1,"17","20","100",56.5278
3393,4,"22","2","300",57.6762
3394,3,"24","12","100",77.7006
3395,4,"16","16","200",61.3074
3401,6,"21","42","1000",139.9986
3405,5,"24","12","350",65.2284
3408,2,"18","8","250",71.3928
3415,5,"25","10","900",153.9948
3419,4,"26","8","600",93.1122
3423,1,"23","10","100",78.1968
3426,1,"35","8","350",66.5358
3428,1,"20","10","50",38.3322
3435,4,"22","6","898",173.5266
3436,5,"26","10","600",161.2872
3439,2,"16","10","150",63.261
3444,5,"19","4","800",107.1588
3448,3,"16","14","200",57.9306
3449,1,"29","10","500",43.6686
3452,2,"24","20","750",50.9088
3454,4,"18","56","1500",131.3826
3457,4,"22","6","400",113.2158
3458,4,"28","6","500",71.5008
3461,5,"18","24","500",131.898
3467,5,"24","8","730",130.6962
3468,4,"17","36","1170",115.0944
3473,6,"19","70","600",95.0328
3478,4,"23","10","600",125.3988
3487,5,"18","24","1000",175.446
3488,4,"21","10","200",79.827
3494,1,"33","10","750",31.5294
3496,3,"17","20","800",90.2346
3497,5,"22","16","300",99.1626
3500,4,"28","12","750",71.3442
3506,6,"24","28","400",114.2724
3514,6,"19","30","1500",196.3764
3520,4,"22","24","300",111.3066
3524,4,"27","6","400",58.7016
3527,2,"17","2","70",47.4726
3530,5,"26","10","1200",121.2348
3535,5,"17","20","450",176.793
3538,6,"17","42","730",115.1928
3539,1,"20","8","60",76.308
3540,4,"20","28","1000",121.9068
3551,3,"18","28","500",76.083
3554,4,"20","6","150",71.274
3558,3,"24","16","500",76.944
3559,6,"18","14","1260",161.4576
3564,3,"16","14","730",70.0308
3565,3,"20","6","220",58.4388
3572,2,"16","12","500",49.4712
3578,5,"21","10","600",103.863
3580,1,"18","12","600",83.01
3584,6,"17","12","300",151.2702
3587,1,"16","24","500",61.971
3589,3,"22","10","90",43.3578
3590,4,"19","10","200",134.0598
3598,6,"29","20","800",141.6246
3599,4,"20","28","800",175.8858
3600,3,"23","20","550",121.3596
3604,6,"20","8","100",115.0548
3610,3,"18","42","30",95.6886
3612,2,"19","8","150",38.8008
3614,4,"35","8","250",116.2284
3619,4,"29","4","180",97.179
3621,1,"32","16","650",33.8424
3628,4,"24","10","700",108.8166
3633,4,"24","18","800",110.7204
3635,3,"19","12","600",107.3178
3636,3,"16","16","730",94.1658
3639,4,"22","10","500",73.2666
3641,6,"26","8","800",186.1506
3643,4,"21","10","200",105.3642
3651,6,"21","28","800",65.373
3655,2,"24","20","1148",80.0532
3659,3,"41","14","800",77.6472
3661,4,"23","20","700",109.6242
3667,6,"23","16","200",167.2536
3671,3,"22","10","500",127.4898
3678,2,"19","20","600",98.4516
3679,3,"28","24","105",60.4554
3680,6,"19","14","700",122.034
3683,2,"16","4","120",88.0692
3684,3,"18","12","320",102.1146
3685,4,"24","4","750",107.8302
3689,5,"16","10","120",144.9648
3695,4,"19","24","500",93.426
3705,5,"24","12","240",67.2102
3710,1,"16","16","420",40.1292
3717,2,"22","6","100",73.5396
3720,2,"18","14","230",64.9608
3721,2,"17","24","75",72.2862
3722,5,"16","28","500",144.5394
3723,2,"21","10","730",66.3108
3726,3,"23","10","320",121.5924
3727,3,"22","20","750",59.454
3730,4,"24","6","300",68.0904
3733,6,"24","112","1500",139.7598
3734,1,"25","10","100",30.1632
3735,5,"16","56","500",163.9902
3738,2,"19","6","40",58.515
3740,2,"26","6","40",64.0362
3741,5,"17","16","600",124.8372
3743,4,"25","28","800",110.4102
3747,3,"17","6","50",80.1372
3749,5,"21","12","500",167.6562
3750,6,"23","28","1000",208.9488
3751,3,"23","28","800",123.489
3752,1,"20","10","700",66.102
3755,5,"21","20","1100",147.7992
3757,6,"18","6","1000",178.2318
3759,2,"19","8","230",56.637
3761,4,"21","12","300",69.5874
3762,3,"16","8","100",51.4728
3764,1,"20","16","450",78.2736
3767,4,"36","10","400",73.698
3768,5,"22","90","1000",89.6652
3769,4,"18","16","400",99.591
3772,6,"17","28","1100",161.1174
3773,1,"20","8","500",49.7838
3777,5,"17","12","730",147.1488
3782,1,"18","24","100",37.9656
3783,3,"19","6","250",99.2052
3787,1,"18","14","30",42.3318
3789,3,"25","6","1000",87.1674
3790,3,"20","16","400",100.659
3795,5,"20","24","750",150.7788
3797,5,"26","8","400",101.4906
3801,1,"22","24","100",24.9042
3802,6,"21","42","2000",197.1924
3804,4,"23","24","500",116.1588
3806,5,"17","42","450",168.324
3807,6,"16","12","900",161.7018
3808,3,"16","10","480",99.8832
3809,4,"20","20","700",75.9204
3810,4,"22","32","575",137.307
3816,4,"19","24","450",121.9602
3821,5,"22","12","1000",140.9568
3823,3,"17","42","1100",77.6838
3824,4,"22","4","200",71.0808
3826,2,"24","12","600",60.9768
3831,4,"27","4","300",92.3364
3834,3,"21","8","420",121.3626
3835,4,"25","10","60",128.3382
3836,3,"22","6","350",78.36
3837,3,"16","6","300",102.5652
3840,2,"23","10","800",62.4576
3841,4,"23","4","60",64.179
3842,6,"19","10","500",183.2898
3843,1,"20","24","75",65.7948
3844,5,"19","12","700",173.0142
3846,4,"23","14","1000",163.875
3849,4,"17","48","900",108.0642
3850,4,"28","6","150",83.802
3856,4,"24","2","750",76.1328
3857,1,"24","16","200",31.7124
3860,5,"22","12","600",166.065
3861,5,"17","24","800",256.8528
3862,3,"23","28","1850",99.747
3863,6,"17","14","650",166.8384
3864,5,"24","6","700",226.3494
3866,4,"21","24","200",79.1232
3867,4,"16","28","700",106.4712
3868,3,"26","28","800",151.362
3869,4,"16","14","350",104.1312
3874,4,"23","4","200",88.0788
3875,3,"19","20","200",91.7244
3880,1,"20","4","25",85.2954
3883,4,"21","20","140",87.8604
3884,6,"21","20","5000",141.6486
3887,3,"18","6","100",60.6852
3891,6,"24","20","700",162.792
3894,6,"21","14","500",192.474
3896,4,"19","2","1000",142.6518
3897,2,"19","10","250",48.7956
3899,1,"16","16","80",37.31454
3900,5,"19","20","600",145.7352
3901,3,"20","20","238",78.0456
3902,5,"23","4","350",107.3514
3903,6,"16","14","730",185.22
3905,6,"18","28","1200",181.971
3912,3,"20","8","350",55.4574
3915,5,"16","14","900",148.503
3918,3,"28","2","100",47.337
3920,5,"22","20","800",110.9436
3923,5,"24","16","1000",292.5408
3927,1,"18","20","80",41.8968
3935,4,"20","16","1100",113.6976
3938,3,"23","4","500",57.8586
3939,3,"17","10","100",97.578
3942,4,"20","28","700",107.769
3945,5,"21","10","500",98.1318
3948,4,"22","20","250",139.4802
3950,3,"17","16","1000",99.6852
3961,5,"22","4","400",49.7358
3966,6,"17","30","1000",205.4028
3968,4,"19","12","100",74.8164
3971,5,"22","10","400",92.0916
3983,2,"34","14","270",37.4478
3984,6,"24","28","1000",158.0856
3986,6,"20","20","800",146.7144
3988,2,"21","20","400",63.465
3991,5,"29","20","2000",82.8558
3999,4,"24","20","600",115.0008
4006,3,"16","10","820",90.5964
4007,3,"23","8","500",86.0532
4008,5,"18","28","750",98.2458
4012,2,"18","28","310",79.4268
4017,5,"21","20","60",131.6646
4019,5,"21","12","600",102.5922
4022,4,"27","28","300",93.2628
4028,6,"26","8","730",175.7856
4029,2,"20","8","150",91.5666
4035,5,"19","20","350",138.4548
4039,4,"21","6","700",58.4118
4050,5,"18","36","2000",99.1104
4054,5,"23","14","600",153.1494
4060,5,"16","12","400",118.2726
4064,5,"25","20","700",95.5704
4065,5,"25","4","500",79.2852
4067,2,"31","4","40",82.5078
4068,6,"21","10","450",87.5178
4071,3,"20","8","250",45.3858
4072,3,"28","2","250",86.9136
4073,6,"16","40","500",127.0854
4074,4,"22","6","312",51.9126
4075,5,"25","20","700",95.5704
4076,4,"17","24","500",116.7252
4080,2,"17","20","300",75.1008
4081,3,"18","14","150",129.174
4091,3,"23","6","200",70.8852
4094,6,"23","14","1260",191.1366
4095,4,"19","16","200",128.0418
4097,4,"18","30","550",153.924
4098,2,"27","2","10",122.805
4100,6,"17","24","600",125.9472
4104,6,"19","28","650",168.4764
4107,3,"22","12","300",63.0816
4110,2,"23","20","100",45.8268
4111,5,"16","14","900",206.0646
4113,5,"19","16","400",108.5118
4114,6,"18","12","180",92.2416
4116,2,"26","12","200",114.6144
4121,2,"23","20","75",59.9622
4122,6,"18","18","1800",70.5708
4123,6,"17","8","700",204.024
4127,2,"22","12","300",45.9942
4128,3,"16","14","300",77.3376
4129,3,"19","16","300",80.3436
4130,2,"16","20","85",89.1858
4133,3,"18","20","600",85.1082
4135,6,"25","6","250",198.27
4136,3,"18","10","75",61.7286
4140,3,"19","20","1000",90.9798
4143,5,"22","20","1000",110.808
4144,5,"17","70","1400",100.0374
4150,2,"19","10","100",94.032
4151,2,"20","8","80",71.025
4154,5,"22","10","300",106.9818
4157,1,"25","12","20",71.2314
4160,5,"20","30","550",162.3726
4161,3,"20","16","140",56.025
4162,3,"18","12","400",80.0022
4167,3,"19","8","50",104.874
4170,5,"26","16","800",84.2052
4172,3,"22","20","500",70.281
4173,2,"16","4","400",107.3424
4174,5,"16","42","2942",159.585
4175,6,"18","20","1500",180.4308
4176,3,"16","4","350",83.5818
4177,1,"16","20","150",51.4452
4181,4,"20","16","250",74.2608
4182,5,"23","28","500",134.388
4183,2,"18","10","80",46.5432
4185,4,"17","4","600",109.8078
4187,6,"26","24","1300",215.742
4188,4,"20","6","94",117.7086
4190,4,"16","4","50",93.8622
4191,1,"25","28","600",60.507
4193,4,"29","10","800",78.8352
4198,2,"21","10","100",61.6782
4200,4,"21","12","500",102.5838
4205,3,"23","28","730",74.4258
4217,5,"17","20","700",100.3008
4226,3,"16","6","800",104.8044
4227,2,"18","8","400",119.2446
4229,3,"20","24","1500",89.106
4232,3,"23","6","300",78.2034
4238,5,"17","20","730",102.8352
4239,6,"29","14","900",81.5496
4240,4,"26","8","300",104.8056
4244,6,"19","12","700",180.1086
4254,3,"23","28","750",137.3856
4256,6,"20","36","800",109.8012
4258,2,"20","28","80",77.5758
4259,2,"19","14","100",79.641
4260,4,"29","8","350",78.147
4262,2,"24","36","400",47.2302
4263,1,"23","4","20",53.4696
4267,3,"20","20","300",74.2356
4269,1,"26","16","30",35.0388
4271,3,"25","14","400",61.4556
4273,2,"16","14","200",36.24774
4275,5,"17","14","300",145.9938
4276,1,"29","28","900",58.2984
4279,6,"19","20","800",215.9556
4281,4,"22","2","500",87.2328
4283,1,"21","20","600",47.1678
4285,4,"21","18","2000",113.8398
4289,6,"24","12","800",112.806
4290,2,"22","48","1500",124.9362
4291,3,"21","12","650",70.6056
4293,5,"23","4","100",102.0696
4295,2,"19","10","100",41.6328
4301,4,"24","16","600",130.6506
4302,6,"19","14","450",83.4444
4312,3,"20","10","400",86.0328
4314,3,"19","40","50",61.0182
4319,6,"20","14","750",164.9736
4320,2,"16","10","10",44.97
4323,5,"25","20","600",111.4686
4324,6,"17","24","1000",159.2796
4325,3,"34","12","650",43.8894
4326,4,"22","4","250",75.9498
4334,4,"22","10","400",108.363
4335,4,"24","24","1000",111.0042
4338,6,"20","42","2100",143.4318
4339,5,"20","10","700",123.9672
4341,4,"20","10","800",69.5274
4343,4,"25","24","500",96.6258
4344,6,"17","16","400",131.031
4349,4,"26","8","150",59.1624
4350,4,"20","14","500",79.8138
4353,6,"19","42","1100",107.1708
4356,3,"24","8","600",48.8856
4357,6,"22","42","500",176.673
4361,6,"22","8","800",151.0074
4363,2,"29","6","250",151.647
4367,6,"19","6","600",209.0562
4370,3,"18","16","224",71.6574
4374,4,"18","4","100",105.096
4378,5,"19","28","850",155.0352
4383,3,"21","6","300",114.288
4386,2,"29","6","100",68.2098
4391,2,"20","6","350",90.081
4393,5,"25","24","1000",85.7976
4396,2,"21","10","60",51.0048
4397,4,"27","12","80",76.35
4399,3,"36","6","400",53.8938
4402,3,"19","16","400",67.128
4408,4,"22","8","450",127.6704
4410,4,"21","24","550",124.6182
4415,4,"23","24","30",91.8564
4418,4,"18","2","100",121.3452
4421,2,"21","10","220",70.3086
4422,4,"19","12","165",98.5434
4424,5,"29","16","577",143.7672
4427,2,"25","2","200",56.4816
4433,3,"22","8","300",35.0298
4435,2,"23","2","50",24.6648
4448,2,"16","10","200",34.7382
4449,3,"18","14","500",70.2402
4459,4,"16","28","500",79.4688
4465,6,"21","8","350",190.5816
4468,6,"20","42","2000",136.167
4469,4,"23","6","800",129.9774
4472,4,"20","8","200",143.5698
4480,2,"16","10","100",58.08
4488,4,"19","30","1000",88.7544
4489,4,"19","6","500",132.33
4497,4,"18","6","500",115.1304
4499,2,"25","24","120",69.8448
4500,4,"21","42","1600",54.8208
4504,2,"20","10","100",57.9918
4506,3,"22","6","200",226.6554
4509,6,"27","8","900",116.0304
4510,1,"25","4","50",43.2744
4511,2,"19","28","450",50.9904
4512,4,"20","6","800",111.6
4514,4,"20","6","500",99.8886
4516,5,"18","28","800",152.031
4517,1,"31","12","200",41.586
4520,3,"18","12","400",75.5628
4522,5,"19","12","600",138.123
4532,5,"19","24","170",165.8508
4534,6,"21","8","350",128.784
4535,4,"27","12","850",107.1156
4543,4,"22","16","250",123.7164
4544,6,"19","42","1440",158.241
4546,2,"16","14","150",67.5534
4551,3,"27","6","500",76.8132
4553,4,"20","8","700",64.2222
4555,7,"19","28","500",201.2946
4565,1,"19","8","75",75.6618
4569,3,"32","12","500",73.7952
4570,2,"18","28","270",57.201
4572,2,"32","4","100",37.2786
4580,4,"20","12","300",156.7194
4581,4,"17","6","50",89.6142
4582,4,"28","14","200",131.556
4583,6,"20","6","600",106.7598
4586,5,"30","14","730",63.744
4587,2,"25","8","300",69.9618
4589,4,"19","16","700",136.9578
4592,6,"19","28","2000",191.1366
4594,4,"20","10","200",60.2832
4595,4,"19","10","150",182.9292
4596,4,"23","6","300",112.2684
4597,4,"35","12","700",62.9658
4598,5,"24","20","1000",165.198
4599,3,"20","28","500",116.5722
4600,5,"24","6","150",99.8502
4603,3,"27","8","650",32.4942
4606,5,"19","20","1000",172.3968
4607,7,"18","42","2000",210.2112
4609,6,"20","36","1800",198.0822
4610,3,"17","28","700",116.5002
4615,6,"19","28","700",137.1354
4616,6,"24","24","750",154.6464
4617,5,"17","2","200",204.876
4619,6,"21","16","1200",132.243
4621,3,"21","12","800",72.144
4626,6,"21","42","2000",89.2776
4629,6,"21","28","731",237.219
4634,6,"29","12","1000",80.8512
4636,4,"32","12","750",107.0676
4638,6,"21","24","1200",208.9446
4641,4,"19","12","1080",80.1648
4646,5,"33","28","1000",56.41026
4648,5,"21","8","600",99.0798
4652,4,"25","4","300",68.5464
4662,4,"23","10","700",147.2856
4665,3,"21","12","350",75.8286
4667,2,"18","20","150",97.8126
4668,6,"16","28","1000",214.6182
4670,4,"20","10","1000",141.7512
4678,4,"20","18","350",85.7778
4679,4,"22","6","400",75.3714
4682,5,"22","24","1000",89.0364
4684,1,"16","16","140",85.08
4686,4,"20","18","600",93.306
4687,3,"25","10","180",88.8012
4694,4,"21","24","600",103.5588
4698,6,"27","6","300",127.2174
4699,7,"23","14","750",166.5456
4700,4,"21","28","550",152.8224
4701,2,"23","8","500",62.988
4704,4,"25","4","100",94.1214
4706,5,"30","10","600",151.698
4713,4,"21","16","1000",91.8636
4715,4,"18","12","750",120.072
4716,5,"22","16","250",106.1196
4718,5,"21","14","1000",157.6254
4719,5,"18","12","400",103.3308
4721,6,"17","42","500",126.4032
4723,6,"22","20","700",144.0126
4725,2,"22","14","1260",49.1904
4727,4,"21","10","600",76.7946
4728,3,"17","10","100",63.9612
4734,5,"23","42","1260",131.0556
4735,6,"18","28","700",177.2844
4737,4,"18","8","100",56.286
4739,3,"17","28","727",97.5852
4740,4,"20","20","300",135.4632
4741,5,"34","10","2400",96.9942
4742,3,"21","20","100",94.0512
4743,4,"28","2","200",115.7082
4744,5,"27","20","600",129.7074
4746,4,"17","4","80",86.5278
4747,4,"23","4","200",129.639
4752,4,"34","14","1000",76.0746
4754,7,"18","98","700",236.0316
4756,5,"20","6","400",156.7806
4762,3,"16","14","700",94.4676
4763,4,"16","8","400",74.1366
4764,6,"18","20","750",118.581
4766,6,"16","28","1200",155.2206
4767,4,"19","6","150",103.5516
4769,6,"25","20","1500",118.9902
4770,4,"20","6","250",95.5632
4776,5,"21","28","800",138.0186
4777,1,"24","6","20",43.1352
